# Final state angular momentum:   1
# Broadening parameter (in eV):    0.200
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
    7.11711712    0.33670111
    7.16716717    0.33547170
    7.21721722    0.31328390
    7.26726727    0.27976467
    7.31731732    0.24495854
    7.36736737    0.21559389
    7.41741742    0.19455005
    7.46746747    0.18186312
    7.51751752    0.17570875
    7.56756757    0.17281568
    7.61761762    0.16922880
    7.66766767    0.16223465
    7.71771772    0.15176131
    7.76776777    0.13948105
    7.81781782    0.12725570
    7.86786787    0.11643649
    7.91791792    0.10761391
    7.96796797    0.10059254
    8.01801802    0.09462205
    8.06806807    0.08880160
    8.11811812    0.08259548
    8.16816817    0.07614023
    8.21821822    0.06997967
    8.26826827    0.06458437
    8.31831832    0.06017721
    8.36836837    0.05681179
    8.41841842    0.05446520
    8.46846847    0.05307527
    8.51851852    0.05255555
    8.56856857    0.05280858
    8.61861862    0.05372233
    8.66866867    0.05514295
    8.71871872    0.05686733
    8.76876877    0.05871426
    8.81881882    0.06061253
    8.86886887    0.06254583
    8.91891892    0.06443522
    8.96896897    0.06622888
    9.01901902    0.06809404
    9.06906907    0.07031501
    9.11911912    0.07295485
    9.16916917    0.07570481
    9.21921922    0.07809871
    9.26926927    0.07975874
    9.31931932    0.08039525
    9.36936937    0.07990820
    9.41941942    0.07854777
    9.46946947    0.07674906
    9.51951952    0.07495269
    9.56956957    0.07364754
    9.61961962    0.07329275
    9.66966967    0.07403192
    9.71971972    0.07549246
    9.76976977    0.07684622
    9.81981982    0.07724007
    9.86986987    0.07644747
    9.91991992    0.07501314
    9.96996997    0.07368981
   10.02002002    0.07295225
   10.07007007    0.07295091
   10.12012012    0.07360302
   10.17017017    0.07462240
   10.22022022    0.07557017
   10.27027027    0.07603521
   10.32032032    0.07586214
   10.37037037    0.07523238
   10.42042042    0.07452599
   10.47047047    0.07405409
   10.52052052    0.07386418
   10.57057057    0.07381348
   10.62062062    0.07384181
   10.67067067    0.07408872
   10.72072072    0.07473275
   10.77077077    0.07578730
   10.82082082    0.07704165
   10.87087087    0.07823586
   10.92092092    0.07924554
   10.97097097    0.08008487
   11.02102102    0.08091656
   11.07107107    0.08198591
   11.12112112    0.08336341
   11.17117117    0.08481808
   11.22122122    0.08599542
   11.27127127    0.08666536
   11.32132132    0.08679343
   11.37137137    0.08653902
   11.42142142    0.08626561
   11.47147147    0.08638243
   11.52152152    0.08708394
   11.57157157    0.08826127
   11.62162162    0.08960204
   11.67167167    0.09074018
   11.72172172    0.09141332
   11.77177177    0.09161280
   11.82182182    0.09160094
   11.87187187    0.09172747
   11.92192192    0.09223029
   11.97197197    0.09316657
   12.02202202    0.09442361
   12.07207207    0.09580748
   12.12212212    0.09718327
   12.17217217    0.09854579
   12.22222222    0.09998039
   12.27227227    0.10151127
   12.32232232    0.10294775
   12.37237237    0.10390239
   12.42242242    0.10397052
   12.47247247    0.10300211
   12.52252252    0.10123464
   12.57257257    0.09904712
   12.62262262    0.09671213
   12.67267267    0.09441631
   12.72272272    0.09230874
   12.77277277    0.09049662
   12.82282282    0.08904729
   12.87287287    0.08793248
   12.92292292    0.08693067
   12.97297297    0.08568188
   13.02302302    0.08397881
   13.07307307    0.08197910
   13.12312312    0.08004434
   13.17317317    0.07843710
   13.22322322    0.07718853
   13.27327327    0.07614630
   13.32332332    0.07510555
   13.37337337    0.07394926
   13.42342342    0.07270734
   13.47347347    0.07149031
   13.52352352    0.07039488
   13.57357357    0.06948054
   13.62362362    0.06878983
   13.67367367    0.06834734
   13.72372372    0.06812460
   13.77377377    0.06800783
   13.82382382    0.06781998
   13.87387387    0.06741479
   13.92392392    0.06677067
   13.97397397    0.06597973
   14.02402402    0.06516092
   14.07407407    0.06441458
   14.12412412    0.06383930
   14.17417417    0.06354650
   14.22422422    0.06364224
   14.27427427    0.06419788
   14.32432432    0.06522621
   14.37437437    0.06666682
   14.42442442    0.06837982
   14.47447447    0.07014524
   14.52452452    0.07167635
   14.57457457    0.07266843
   14.62462462    0.07289516
   14.67467467    0.07232806
   14.72472472    0.07120414
   14.77477477    0.06995331
   14.82482482    0.06901297
   14.87487487    0.06866614
   14.92492492    0.06896841
   14.97497497    0.06976179
   15.02502503    0.07082046
   15.07507508    0.07206240
   15.12512513    0.07353929
   15.17517518    0.07521934
   15.22522523    0.07688494
   15.27527528    0.07822760
   15.32532533    0.07903141
   15.37537538    0.07929807
   15.42542543    0.07922361
   15.47547548    0.07910255
   15.52552553    0.07924011
   15.57557558    0.07988236
   15.62562563    0.08117170
   15.67567568    0.08313315
   15.72572573    0.08568570
   15.77577578    0.08867204
   15.82582583    0.09189221
   15.87587588    0.09510927
   15.92592593    0.09802673
   15.97597598    0.10031506
   16.02602603    0.10172926
   16.07607608    0.10221242
   16.12612613    0.10188435
   16.17617618    0.10095456
   16.22622623    0.09962516
   16.27627628    0.09800951
   16.32632633    0.09610032
   16.37637638    0.09381895
   16.42642643    0.09112200
   16.47647648    0.08808621
   16.52652653    0.08490623
   16.57657658    0.08181920
   16.62662663    0.07902385
   16.67667668    0.07663832
   16.72672673    0.07469982
   16.77677678    0.07319020
   16.82682683    0.07206570
   16.87687688    0.07127017
   16.92692693    0.07072386
   16.97697698    0.07030150
   17.02702703    0.06982934
   17.07707708    0.06912506
   17.12712713    0.06806726
   17.17717718    0.06665000
   17.22722723    0.06499106
   17.27727728    0.06328820
   17.32732733    0.06174650
   17.37737738    0.06052239
   17.42742743    0.05970418
   17.47747748    0.05931670
   17.52752753    0.05933319
   17.57757758    0.05968820
   17.62762763    0.06029623
   17.67767768    0.06107779
   17.72772773    0.06197635
   17.77777778    0.06294700
   17.82782783    0.06392995
   17.87787788    0.06484638
   17.92792793    0.06563290
   17.97797798    0.06628742
   18.02802803    0.06688971
   18.07807808    0.06758402
   18.12812813    0.06852853
   18.17817818    0.06982812
   18.22822823    0.07148799
   18.27827828    0.07343413
   18.32832833    0.07558567
   18.37837838    0.07788226
   18.42842843    0.08024916
   18.47847848    0.08257905
   18.52852853    0.08473287
   18.57857858    0.08651685
   18.62862863    0.08768852
   18.67867868    0.08807000
   18.72872873    0.08767022
   18.77877878    0.08667823
   18.82882883    0.08539163
   18.87887888    0.08414485
   18.92892893    0.08320840
   18.97897898    0.08271323
   19.02902903    0.08266095
   19.07907908    0.08298333
   19.12912913    0.08359533
   19.17917918    0.08441535
   19.22922923    0.08534846
   19.27927928    0.08624959
   19.32932933    0.08690254
   19.37937938    0.08704245
   19.42942943    0.08640752
   19.47947948    0.08479357
   19.52952953    0.08213879
   19.57957958    0.07864040
   19.62962963    0.07476049
   19.67967968    0.07104313
   19.72972973    0.06790343
   19.77977978    0.06554168
   19.82982983    0.06396874
   19.87987988    0.06306960
   19.92992993    0.06266662
   19.97997998    0.06257468
   20.03003003    0.06264050
   20.08008008    0.06275839
   20.13013013    0.06286523
   20.18018018    0.06292054
   20.23023023    0.06288251
