# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   22.28228228    0.03265613
   22.33233233    0.03263166
   22.38238238    0.03258140
   22.43243243    0.03250524
   22.48248248    0.03240354
   22.53253253    0.03227710
   22.58258258    0.03212715
   22.63263263    0.03195529
   22.68268268    0.03176343
   22.73273273    0.03155371
   22.78278278    0.03132843
   22.83283283    0.03108993
   22.88288288    0.03084059
   22.93293293    0.03058269
   22.98298298    0.03031834
   23.03303303    0.03004950
   23.08308308    0.02977788
   23.13313313    0.02950492
   23.18318318    0.02923182
   23.23323323    0.02895950
   23.28328328    0.02868866
   23.33333333    0.02841974
   23.38338338    0.02815306
   23.43343343    0.02788876
   23.48348348    0.02762691
   23.53353353    0.02736755
   23.58358358    0.02711071
   23.63363363    0.02685649
   23.68368368    0.02660509
   23.73373373    0.02635681
   23.78378378    0.02611210
   23.83383383    0.02587154
   23.88388388    0.02563588
   23.93393393    0.02540595
   23.98398398    0.02518270
   24.03403403    0.02496715
   24.08408408    0.02476033
   24.13413413    0.02456326
   24.18418418    0.02437688
   24.23423423    0.02420206
   24.28428428    0.02403948
   24.33433433    0.02388968
   24.38438438    0.02375299
   24.43443443    0.02362949
   24.48448448    0.02351907
   24.53453453    0.02342137
   24.58458458    0.02333580
   24.63463463    0.02326158
   24.68468468    0.02319777
   24.73473473    0.02314326
   24.78478478    0.02309685
   24.83483483    0.02305730
   24.88488488    0.02302331
   24.93493493    0.02299364
   24.98498498    0.02296710
   25.03503504    0.02294258
   25.08508509    0.02291909
   25.13513514    0.02289579
   25.18518519    0.02287196
   25.23523524    0.02284702
   25.28528529    0.02282054
   25.33533534    0.02279220
   25.38538539    0.02276176
   25.43543544    0.02272908
   25.48548549    0.02269405
   25.53553554    0.02265660
   25.58558559    0.02261662
   25.63563564    0.02257403
   25.68568569    0.02252866
   25.73573574    0.02248031
   25.78578579    0.02242871
   25.83583584    0.02237354
   25.88588589    0.02231441
   25.93593594    0.02225093
   25.98598599    0.02218266
   26.03603604    0.02210923
   26.08608609    0.02203028
   26.13613614    0.02194557
   26.18618619    0.02185496
   26.23623624    0.02175849
   26.28628629    0.02165636
   26.33633634    0.02154895
   26.38638639    0.02143685
   26.43643644    0.02132083
   26.48648649    0.02120183
   26.53653654    0.02108093
   26.58658659    0.02095936
   26.63663664    0.02083840
   26.68668669    0.02071940
   26.73673674    0.02060374
   26.78678679    0.02049277
   26.83683684    0.02038783
   26.88688689    0.02029019
   26.93693694    0.02020106
   26.98698699    0.02012156
   27.03703704    0.02005270
   27.08708709    0.01999539
   27.13713714    0.01995043
   27.18718719    0.01991850
   27.23723724    0.01990012
   27.28728729    0.01989572
   27.33733734    0.01990556
   27.38738739    0.01992977
   27.43743744    0.01996833
   27.48748749    0.02002109
   27.53753754    0.02008775
   27.58758759    0.02016790
   27.63763764    0.02026103
   27.68768769    0.02036651
   27.73773774    0.02048365
   27.78778779    0.02061168
   27.83783784    0.02074979
   27.88788789    0.02089715
   27.93793794    0.02105287
   27.98798799    0.02121607
   28.03803804    0.02138581
   28.08808809    0.02156114
   28.13813814    0.02174104
   28.18818819    0.02192445
   28.23823824    0.02211024
   28.28828829    0.02229721
   28.33833834    0.02248409
   28.38838839    0.02266954
   28.43843844    0.02285219
   28.48848849    0.02303063
   28.53853854    0.02320345
   28.58858859    0.02336930
   28.63863864    0.02352690
   28.68868869    0.02367509
   28.73873874    0.02381283
   28.78878879    0.02393929
   28.83883884    0.02405380
   28.88888889    0.02415592
   28.93893894    0.02424541
   28.98898899    0.02432222
   29.03903904    0.02438653
   29.08908909    0.02443869
   29.13913914    0.02447922
   29.18918919    0.02450881
   29.23923924    0.02452825
   29.28928929    0.02453844
   29.33933934    0.02454036
   29.38938939    0.02453499
   29.43943944    0.02452331
   29.48948949    0.02450627
   29.53953954    0.02448469
   29.58958959    0.02445927
   29.63963964    0.02443056
   29.68968969    0.02439888
   29.73973974    0.02436435
   29.78978979    0.02432686
   29.83983984    0.02428609
   29.88988989    0.02424152
   29.93993994    0.02419247
   29.98998999    0.02413813
   30.04004004    0.02407765
   30.09009009    0.02401018
   30.14014014    0.02393494
   30.19019019    0.02385129
   30.24024024    0.02375877
   30.29029029    0.02365716
   30.34034034    0.02354650
   30.39039039    0.02342710
   30.44044044    0.02329951
   30.49049049    0.02316455
   30.54054054    0.02302321
   30.59059059    0.02287668
   30.64064064    0.02272620
   30.69069069    0.02257312
   30.74074074    0.02241877
   30.79079079    0.02226446
   30.84084084    0.02211148
   30.89089089    0.02196100
   30.94094094    0.02181414
   30.99099099    0.02167191
   31.04104104    0.02153527
   31.09109109    0.02140506
   31.14114114    0.02128210
   31.19119119    0.02116712
   31.24124124    0.02106081
   31.29129129    0.02096385
   31.34134134    0.02087683
   31.39139139    0.02080035
   31.44144144    0.02073496
   31.49149149    0.02068117
   31.54154154    0.02063942
   31.59159159    0.02061011
   31.64164164    0.02059356
   31.69169169    0.02059000
   31.74174174    0.02059956
   31.79179179    0.02062225
   31.84184184    0.02065796
   31.89189189    0.02070642
   31.94194194    0.02076723
   31.99199199    0.02083982
   32.04204204    0.02092347
   32.09209209    0.02101729
   32.14214214    0.02112024
   32.19219219    0.02123113
   32.24224224    0.02134864
   32.29229229    0.02147133
   32.34234234    0.02159764
   32.39239239    0.02172598
   32.44244244    0.02185468
   32.49249249    0.02198210
   32.54254254    0.02210661
   32.59259259    0.02222668
   32.64264264    0.02234090
   32.69269269    0.02244802
   32.74274274    0.02254697
   32.79279279    0.02263694
   32.84284284    0.02271732
   32.89289289    0.02278778
   32.94294294    0.02284820
   32.99299299    0.02289867
   33.04304304    0.02293947
   33.09309309    0.02297102
   33.14314314    0.02299382
   33.19319319    0.02300845
   33.24324324    0.02301550
   33.29329329    0.02301554
   33.34334334    0.02300910
   33.39339339    0.02299665
   33.44344344    0.02297860
   33.49349349    0.02295530
   33.54354354    0.02292705
   33.59359359    0.02289410
   33.64364364    0.02285671
   33.69369369    0.02281513
   33.74374374    0.02276965
   33.79379379    0.02272058
   33.84384384    0.02266833
   33.89389389    0.02261334
   33.94394394    0.02255616
   33.99399399    0.02249740
   34.04404404    0.02243775
   34.09409409    0.02237795
   34.14414414    0.02231881
   34.19419419    0.02226114
   34.24424424    0.02220579
   34.29429429    0.02215357
   34.34434434    0.02210527
   34.39439439    0.02206165
   34.44444444    0.02202337
   34.49449449    0.02199102
   34.54454454    0.02196509
   34.59459459    0.02194598
   34.64464464    0.02193398
   34.69469469    0.02192930
   34.74474474    0.02193204
   34.79479479    0.02194224
   34.84484484    0.02195986
   34.89489489    0.02198484
   34.94494494    0.02201705
   34.99499499    0.02205634
   35.04504505    0.02210256
   35.09509510    0.02215553
   35.14514515    0.02221507
   35.19519520    0.02228097
   35.24524525    0.02235303
   35.29529530    0.02243099
   35.34534535    0.02251459
   35.39539540    0.02260351
   35.44544545    0.02269738
   35.49549550    0.02279579
   35.54554555    0.02289827
   35.59559560    0.02300428
   35.64564565    0.02311326
   35.69569570    0.02322457
   35.74574575    0.02333754
   35.79579580    0.02345147
   35.84584585    0.02356563
   35.89589590    0.02367928
